REGISTRO_ANIMAL rgd_pai rgd_mae idade_des classe_mae GCDES contagemGC peso_nasc pd_aj conformacao_des precocidade_des musculosidade_des umbigo_des sexo safra GM_DES faz datanas id_mae
KAPL6741 LBMNC8288 B5260 219 3 M2013M08 83 30,00 153,70 2,00 2,00 2,00 3,00 M 2013 M08 FBM 26/10/2013 37
KAPL6742 KAP3325 B5559 219 3 M2013M08 83 37,00 196,18 3,00 3,00 3,00 2,00 M 2013 M08 FBM 26/10/2013 37
KAPL6744 AAAP1653 B4650 217 3 F2013M07 88 30,00 174,19 3,00 4,00 4,00 3,00 F 2013 M07 FBM 28/10/2013 39
KAPL6745 AAAP1653 B4724 217 3 F2013M07 88 32,00 178,13 2,00 2,00 1,00 2,00 F 2013 M07 FBM 28/10/2013 39
KAPL6746 LBMNC8288 B4651 217 3 F2013M07 88 34,00 189,81 2,00 2,00 2,00 2,00 F 2013 M07 FBM 28/10/2013 39
KAPL6747 QUIL7308 B4425 217 3 F2013M07 88 33,00 182,03 3,00 3,00 3,00 2,00 F 2013 M07 FBM 28/10/2013 39
KAPL6748 MANAC2569 B4644 217 3 F2013M07 88 32,00 177,16 3,00 4,00 4,00 2,00 F 2013 M07 FBM 28/10/2013 39
KAPL6749 QUIL7308 B4639 217 3 F2013M07 88 35,00 159,84 2,00 3,00 2,00 2,00 F 2013 M07 FBM 28/10/2013 39
KAPL6750 KAPM1092 B5683 217 2 F2013M07 88 34,00 187,87 5,00 4,00 3,00 3,00 F 2013 M07 FBM 28/10/2013 36
KAPL6751 AAAP1653 B5757 217 2 F2013M07 88 37,00 182,16 2,00 3,00 3,00 2,00 F 2013 M07 FBM 28/10/2013 36
KAPL6752 AAAP1653 B4744 217 3 F2013M07 88 33,00 193,65 3,00 4,00 3,00 2,00 F 2013 M07 FBM 28/10/2013 39
KAPL6753 LBMNC8288 B4334 217 3 F2013M07 88 38,00 234,45 5,00 5,00 5,00 3,00 F 2013 M07 FBM 28/10/2013 40
KAPL6754 LBMNC8288 B5481 217 3 F2013M07 88 36,00 178,26 2,00 3,00 3,00 3,00 F 2013 M07 FBM 28/10/2013 37
KAPL6755 MANAC2569 B5799 217 2 F2013M07 88 37,00 178,29 2,00 2,00 1,00 2,00 F 2013 M07 FBM 28/10/2013 36
KAPL6757 AAAP1653 B6040 217 2 M2013M08 83 33,00 186,87 3,00 4,00 4,00 3,00 M 2013 M08 FBM 28/10/2013 36
KAPL6758 AAAP1653 B4574 217 3 M2013M08 83 35,00 209,19 2,00 3,00 2,00 2,00 M 2013 M08 FBM 28/10/2013 39
KAPL6760 KAPM1092 B5609 217 3 M2013M08 83 38,00 157,03 2,00 1,00 1,00 2,00 M 2013 M08 FBM 28/10/2013 37
KAPL6761 QUIL7308 KT060258 217 5 F2013M10 92 29,00 176,10 3,00 3,00 3,00 2,00 F 2013 M10 FBM 28/10/2013 91
KAPL6762 AAAP1653 GO050320 217 5 F2013M10 92 36,00 208,26 5,00 4,00 4,00 2,00 F 2013 M10 FBM 28/10/2013 99
KAPL6764 BONS130 BM070160 217 5 F2013M10 92 35,00 142,42 2,00 1,00 1,00 2,00 F 2013 M10 FBM 28/10/2013 82
KAPL6765 BONS130 BM070658 217 5 M2013M11 100 37,00 199,58 3,00 4,00 4,00 3,00 M 2013 M11 FBM 28/10/2013 73
KAPL6766 RDM4153 111 217 7 M2013M11 100 35,00 193,71 2,00 3,00 3,00 2,00 M 2013 M11 FBM 28/10/2013 187
KAPL6767 QUIL7308 BM060670 217 5 M2013M11 100 34,00 204,32 4,00 5,00 5,00 3,00 M 2013 M11 FBM 28/10/2013 85
KAPL6768 REM5531 GO050241 216 5 F2013M12 104 40,00 241,25 5,00 5,00 5,00 3,00 F 2013 M12 FBM 29/10/2013 99
KAPL6769 KAPM1905 BM050282 216 5 F2013M12 104 35,00 96,25 1,00 1,00 1,00 1,00 F 2013 M12 FBM 29/10/2013 99
KAPL6770 QUIL7308 KT070040 216 5 F2013M12 104 36,00 203,22 5,00 5,00 5,00 3,00 F 2013 M12 FBM 29/10/2013 77
KAPL6771 QUIL7308 KAPL1493 216 5 M2013M11 100 25,00 203,89 3,00 4,00 3,00 3,00 M 2013 M11 FBM 29/10/2013 93
KAPL6772 REM5531 BR070307 216 5 M2013M11 100 32,00 225,47 4,00 4,00 4,00 3,00 M 2013 M11 FBM 29/10/2013 79
KAPL6773 BONS130 763 216 6 M2013M11 100 30,00 199,17 3,00 3,00 2,00 2,00 M 2013 M11 FBM 29/10/2013 133
KAPL6774 LBMNC8288 BM060657 216 5 M2013M11 100 33,00 213,83 3,00 4,00 4,00 3,00 M 2013 M11 FBM 29/10/2013 86
KAPL6775 LBMNC8288 BM070432 216 5 M2013M11 100 34,00 215,81 4,00 4,00 4,00 3,00 M 2013 M11 FBM 29/10/2013 74
KAPL6776 KAPM1013 B5232 215 3 F2013M07 88 35,00 171,74 3,00 3,00 2,00 2,00 F 2013 M07 FBM 30/10/2013 37
KAPL6777 AAAP1653 B4987 215 3 F2013M07 88 33,00 192,21 3,00 4,00 3,00 2,00 F 2013 M07 FBM 30/10/2013 38
KAPL6778 KAP3325 B4736 215 3 F2013M07 88 36,00 168,84 2,00 2,00 2,00 2,00 F 2013 M07 FBM 30/10/2013 39
KAPL6779 AAAP1653 B5668 215 2 F2013M07 88 37,00 203,05 3,00 4,00 4,00 3,00 F 2013 M07 FBM 30/10/2013 36
KAPL6780 AAAP1653 B5665 215 2 M2013M08 83 34,00 228,37 5,00 4,00 4,00 3,00 M 2013 M08 FBM 30/10/2013 36
KAPL6781 CSCN9126 B5145 215 3 M2013M08 83 34,00 204,93 3,00 4,00 4,00 3,00 M 2013 M08 FBM 30/10/2013 38
KAPL6782 AAAP1653 B4441 215 3 M2013M08 83 35,00 183,47 3,00 3,00 3,00 2,00 M 2013 M08 FBM 30/10/2013 39
KAPL6783 KAP3325 B4969 215 3 M2013M08 83 34,00 173,67 3,00 2,00 2,00 3,00 M 2013 M08 FBM 30/10/2013 38
KAPL6784 LBMNC8288 B5300 215 3 M2013M08 83 33,00 185,37 3,00 3,00 2,00 2,00 M 2013 M08 FBM 30/10/2013 37
KAPL6785 KAPM1905 BR060965 214 5 M2013M11 100 35,00 203,79 4,00 3,00 3,00 3,00 M 2013 M11 FBM 31/10/2013 86
KAPL6786 LBMNC8288 BR060780 214 5 M2013M11 100 34,00 212,60 4,00 3,00 4,00 3,00 M 2013 M11 FBM 31/10/2013 86
KAPL6787 REM5531 BR051114 214 5 M2013M11 100 37,00 215,60 3,00 3,00 2,00 3,00 M 2013 M11 FBM 31/10/2013 97
KAPL6788 REM5531 BM050119 214 5 M2013M11 100 33,00 195,90 3,00 3,00 3,00 3,00 M 2013 M11 FBM 31/10/2013 107
KAPL6790 QUIL7308 BM070022 214 5 F2013M12 104 37,00 104,71 1,00 1,00 1,00 1,00 F 2013 M12 FBM 31/10/2013 83
KAPL6791 RDM4153 BR070393C 214 5 F2013M12 104 34,00 204,75 4,00 3,00 3,00 3,00 F 2013 M12 FBM 31/10/2013 76
KAPL6792 CSCN9126 BM060114 214 5 F2013M12 104 34,00 186,10 3,00 3,00 2,00 2,00 F 2013 M12 FBM 31/10/2013 95
KAPL6793 AZAN5 BM060622 214 5 F2013M12 104 30,00 193,88 4,00 3,00 2,00 3,00 F 2013 M12 FBM 31/10/2013 86
KAPL6794 LBMNC8288 BM060651 214 5 F2013M12 104 36,00 204,79 4,00 5,00 5,00 2,00 F 2013 M12 FBM 31/10/2013 86
KAPL6795 RDM4153 217 214 7 F2013M12 104 35,00 159,63 2,00 3,00 2,00 2,00 F 2013 M12 FBM 31/10/2013 158
KAPL6796 LBMNC8288 BM060660 214 5 F2013M12 104 34,00 162,55 2,00 3,00 3,00 2,00 F 2013 M12 FBM 31/10/2013 86
KAPL6797 AAAP1653 BR070430 214 5 F2013M12 104 36,00 191,05 2,00 3,00 3,00 2,00 F 2013 M12 FBM 31/10/2013 76
KAPL6798 LBMNC8288 B4587 214 3 F2013M07 88 33,00 217,49 5,00 4,00 4,00 2,00 F 2013 M07 FBM 31/10/2013 39
KAPL6799 KAP3325 B5141 214 3 F2013M07 88 33,00 195,90 3,00 3,00 3,00 2,00 F 2013 M07 FBM 31/10/2013 38
KAPL6800 AAAP1653 B4528 214 3 M2013M08 83 33,00 209,64 4,00 3,00 3,00 3,00 M 2013 M08 FBM 31/10/2013 39
KAPL6801 LBMNC8288 B5380 214 3 M2013M08 83 30,00 209,58 5,00 5,00 5,00 3,00 M 2013 M08 FBM 31/10/2013 37
KAPL6802 AAAP1653 4011 209 7 F2013M12 104 37,00 167,62 2,00 2,00 1,00 2,00 F 2013 M12 FBM 5/11/2013 149
KAPL6803 KAPM571 BM070749 209 5 F2013M12 104 38,00 230,92 3,00 4,00 4,00 3,00 F 2013 M12 FBM 5/11/2013 73
KAPL6804 AAAP1653 KT060365 209 5 F2013M12 104 33,00 129,46 1,00 1,00 1,00 1,00 F 2013 M12 FBM 5/11/2013 93
KAPL6805 QUIL7308 BR081372A 209 4 F2013M12 104 40,00 197,75 3,00 4,00 4,00 3,00 F 2013 M12 FBM 5/11/2013 72
KAPL6806 AZAN5 BR060297 209 5 F2013M12 104 37,00 212,84 4,00 5,00 5,00 2,00 F 2013 M12 FBM 5/11/2013 88
KAPL6807 7700 KAPL1320 209 5 F2013M12 104 35,00 230,93 5,00 5,00 5,00 3,00 F 2013 M12 FBM 5/11/2013 95
KAPL6808 AAAP1653 BR050321 209 5 F2013M12 104 40,00 217,85 3,00 3,00 3,00 2,00 F 2013 M12 FBM 5/11/2013 100
KAPL6809 LBMNC8288 BM070663 209 5 F2013M12 104 33,00 192,76 3,00 4,00 4,00 3,00 F 2013 M12 FBM 5/11/2013 73
KAPL6810 QUIL7308 BR070388 209 5 F2013M12 104 33,00 216,88 5,00 4,00 4,00 3,00 F 2013 M12 FBM 5/11/2013 76
KAPL6811 KAP2376 BM070895 209 4 F2013M12 104 35,00 201,79 4,00 5,00 4,00 3,00 F 2013 M12 FBM 5/11/2013 72
KAPL6812 COLA4210 BR071193 209 5 M2013M11 100 30,00 223,92 4,00 5,00 5,00 3,00 M 2013 M11 FBM 5/11/2013 74
KAPL6813 AZAN5 BR070697 209 5 M2013M11 100 33,00 214,87 4,00 3,00 4,00 4,00 M 2013 M11 FBM 5/11/2013 75
KAPL6814 CSCN9126 BR060198 209 5 M2013M11 100 35,00 206,82 5,00 4,00 4,00 3,00 M 2013 M11 FBM 5/11/2013 94
KAPL6815 CSCN9126 4054 209 7 M2013M11 100 37,00 208,82 4,00 4,00 4,00 4,00 M 2013 M11 FBM 5/11/2013 147
KAPL6816 RDM4153 BM050155 209 5 M2013M11 100 30,00 227,94 4,00 3,00 4,00 3,00 M 2013 M11 FBM 5/11/2013 107
KAPL6817 REM5531 107 209 7 M2013M11 100 33,00 216,88 2,00 4,00 4,00 3,00 M 2013 M11 FBM 5/11/2013 159
KAPL6818 REM5531 4202 209 7 M2013M11 100 35,00 194,76 2,00 3,00 2,00 3,00 M 2013 M11 FBM 5/11/2013 148
KAPL6819 QUIL7308 3899 209 7 M2013M11 100 35,00 240,98 3,00 5,00 5,00 3,00 M 2013 M11 FBM 5/11/2013 158
KAPL6820 QUIL7308 BR070693 209 5 M2013M11 100 33,00 192,76 3,00 4,00 3,00 2,00 M 2013 M11 FBM 5/11/2013 75
KAPL6821 LBMNC8288 GO050251 209 5 M2013M11 100 28,00 217,90 4,00 4,00 4,00 3,00 M 2013 M11 FBM 5/11/2013 100
KAPL6822 AAAP1653 4081 209 7 M2013M11 100 33,00 236,97 4,00 5,00 5,00 3,00 M 2013 M11 FBM 5/11/2013 159
KAPL6823 AAAP1653 B5372 209 3 F2013M07 88 28,00 172,69 3,00 2,00 2,00 2,00 F 2013 M07 FBM 5/11/2013 38
KAPL6825 KAPM1013 B4989 209 3 F2013M14 65 30,00 202,82 5,00 4,00 4,00 3,00 F 2013 M14 FBM 5/11/2013 38
KAPL6826 QUIL7308 B5599 207 3 M2013M08 83 35,00 216,59 4,00 5,00 5,00 3,00 M 2013 M08 FBM 7/11/2013 37
KAPL6827 CSCN9126 B4832 207 3 M2013M08 83 35,00 171,96 2,00 2,00 2,00 3,00 M 2013 M08 FBM 7/11/2013 39
KAPL6828 KAP3343 M1045 207 2 M2013M08 83 37,00 226,71 4,00 4,00 4,00 2,00 M 2013 M08 FBM 7/11/2013 36
KAPL6829 AAAP1653 B5008 207 3 M2013M08 83 37,00 223,67 4,00 5,00 4,00 3,00 M 2013 M08 FBM 7/11/2013 38
KAPL6832 MANAC2569 B4890 207 3 M2013M08 83 30,00 167,97 2,00 2,00 2,00 3,00 M 2013 M08 FBM 7/11/2013 39
KAPL6833 AAAP1653 B5562 207 3 M2013M08 83 39,00 206,39 2,00 3,00 3,00 2,00 M 2013 M08 FBM 7/11/2013 37
KAPL6835 CSCN9126 B5471 207 3 M2013M08 83 35,00 202,39 5,00 4,00 4,00 3,00 M 2013 M08 FBM 7/11/2013 38
KAPL6836 CSCN9126 BM060750C 207 5 F2013M12 104 33,00 181,12 4,00 3,00 3,00 2,00 F 2013 M12 FBM 7/11/2013 85
KAPL6837 RDM4153 342 207 7 F2013M12 104 37,00 181,06 2,00 3,00 3,00 2,00 F 2013 M12 FBM 7/11/2013 162
KAPL6838 KAPM1905 BR070437 207 5 F2013M12 104 35,00 204,42 4,00 4,00 4,00 2,00 F 2013 M12 FBM 7/11/2013 76
KAPL6839 RDM4153 KT070039 207 5 F2013M12 104 33,00 110,10 1,00 1,00 1,00 2,00 F 2013 M12 FBM 7/11/2013 77
KAPL6840 BONS130 4060 207 7 F2013M12 104 35,00 219,64 3,00 4,00 4,00 2,00 F 2013 M12 FBM 7/11/2013 148
KAPL6841 QUIL7308 BR070936 207 5 M2013M11 100 37,00 257,14 4,00 5,00 5,00 3,00 M 2013 M11 FBM 7/11/2013 74
KAPL6842 AAAP1653 BR070463 207 5 M2013M11 100 37,00 185,12 2,00 2,00 2,00 3,00 M 2013 M11 FBM 7/11/2013 76
KAPL6843 THA2538 BR060296 207 5 M2013M11 100 40,00 184,06 3,00 5,00 5,00 3,00 M 2013 M11 FBM 7/11/2013 88
KAPL6844 RDM4153 4186 207 7 M2013M11 100 35,00 217,61 2,00 3,00 2,00 3,00 M 2013 M11 FBM 7/11/2013 148
KAPL6845 QUIL7308 BR070512 207 5 M2013M11 100 33,00 187,20 2,00 3,00 3,00 3,00 M 2013 M11 FBM 7/11/2013 76
KAPL6846 QUIL7308 2715 207 6 M2013M11 100 38,00 219,59 3,00 4,00 4,00 3,00 M 2013 M11 FBM 7/11/2013 142
KAPL6847 QUIL7308 BR060431 207 5 M2013M11 100 30,00 152,75 1,00 2,00 2,00 2,00 M 2013 M11 FBM 7/11/2013 88
KAPL6848 KAPM654 BM031159 206 5 F2013M12 104 33,00 208,34 4,00 4,00 3,00 2,00 F 2013 M12 FBM 8/11/2013 120
KAPL6849 QUIL7308 3986 206 7 F2013M12 104 37,00 196,03 3,00 3,00 3,00 3,00 F 2013 M12 FBM 8/11/2013 145
KAPL6850 BONS130 BM050241 206 5 F2013M12 104 40,00 240,83 4,00 5,00 5,00 2,00 F 2013 M12 FBM 8/11/2013 103
KAPL6851 THA2538 BR070493 206 5 F2013M12 104 37,00 151,17 1,00 1,00 1,00 2,00 F 2013 M12 FBM 8/11/2013 76
KAPL6852 KAP2376 4105 206 7 F2013M12 104 28,00 195,18 3,00 4,00 4,00 2,00 F 2013 M12 FBM 8/11/2013 161
KAPL6853 KAPM499 1585 206 6 M2013M11 100 35,00 145,10 1,00 2,00 2,00 2,00 M 2013 M11 FBM 8/11/2013 144
KAPL6854 REM5531 CT050027 206 5 M2013M11 100 33,00 180,82 2,00 3,00 3,00 3,00 M 2013 M11 FBM 8/11/2013 100
KAPL6855 COLA4210 B4672 206 3 M2013M08 83 35,00 128,79 1,00 2,00 1,00 2,00 M 2013 M08 FBM 8/11/2013 39
KAPL6856 KAPM1905 2665 206 7 F2013M12 104 32,00 206,32 2,00 3,00 3,00 3,00 F 2013 M12 FBM 8/11/2013 173
KAPL6857 CSCN9126 BM050460 206 5 F2013M12 104 34,00 193,03 3,00 3,00 3,00 2,00 F 2013 M12 FBM 8/11/2013 97
KAPL6858 CSCN9126 BM070002 206 5 F2013M12 104 35,00 209,32 4,00 5,00 4,00 3,00 F 2013 M12 FBM 8/11/2013 83
KAPL6859 CSCN9126 BM070538 206 5 F2013M12 104 38,00 212,32 4,00 5,00 5,00 2,00 F 2013 M12 FBM 8/11/2013 74
KAPL6860 RDM4153 BR060302 206 5 F2013M12 104 34,00 211,38 3,00 4,00 4,00 3,00 F 2013 M12 FBM 8/11/2013 88
KAPL6862 RDM4153 BM060213 206 5 M2013M11 100 38,00 271,45 5,00 5,00 5,00 3,00 M 2013 M11 FBM 8/11/2013 95
KAPL6863 LBMNC8288 CL3277 206 6 M2013M11 100 37,00 237,83 4,00 5,00 4,00 3,00 M 2013 M11 FBM 8/11/2013 121
KAPL6864 CSCN9126 BM070920 206 4 M2013M11 100 37,00 220,50 2,00 3,00 3,00 3,00 M 2013 M11 FBM 8/11/2013 72
KAPL6865 QUIL7308 BM040128 206 5 M2013M11 100 32,00 220,59 3,00 4,00 3,00 3,00 M 2013 M11 FBM 8/11/2013 111
KAPL6866 LBMNC8288 BR050022B 206 5 M2013M11 100 35,00 197,09 2,00 3,00 2,00 2,00 M 2013 M11 FBM 8/11/2013 99
KAPL6868 RDM4153 BM070247 206 5 M2013M13 89 40,00 242,86 5,00 4,00 5,00 3,00 M 2013 M13 FBM 8/11/2013 76
KAPL6869 KAPM654 BM040251 206 5 M2013M13 89 36,00 214,40 5,00 4,00 4,00 3,00 M 2013 M13 FBM 8/11/2013 110
KAPL6870 RDM4153 BM040090 206 5 M2013M13 89 37,00 240,88 5,00 4,00 4,00 3,00 M 2013 M13 FBM 8/11/2013 112
KAPL6871 REM5531 GO050348 206 5 M2013M13 89 36,00 205,22 2,00 3,00 2,00 2,00 M 2013 M13 FBM 8/11/2013 99
KAPL6872 RDM4153 BM070337 206 5 M2013M13 89 32,00 209,38 5,00 4,00 5,00 3,00 M 2013 M13 FBM 8/11/2013 75
KAPL6873 RDM4153 BM070294 206 5 M2013M13 89 40,00 190,87 3,00 2,00 2,00 3,00 M 2013 M13 FBM 8/11/2013 75
KAPL6874 QUIL7308 BR060539C 203 5 M2013M13 89 36,00 183,93 2,00 4,00 4,00 3,00 M 2013 M13 FBM 11/11/2013 87
KAPL6875 KAPM654 BR070650 203 5 F2013M12 104 33,00 219,21 4,00 3,00 4,00 3,00 F 2013 M12 FBM 11/11/2013 75
KAPL6876 LBMNC8288 330 203 7 F2013M12 104 36,00 207,72 3,00 3,00 2,00 2,00 F 2013 M12 FBM 11/11/2013 159
KAPL6877 AZAN812 BR071058 203 5 F2013M12 104 34,00 197,45 3,00 3,00 3,00 2,00 F 2013 M12 FBM 11/11/2013 74
KAPL6878 CSCN9126 3050 203 7 F2013M12 104 35,00 217,07 4,00 5,00 5,00 3,00 F 2013 M12 FBM 11/11/2013 165
KAPL6879 AAAP1653 GO050335 203 5 M2013M13 89 34,00 210,90 3,00 4,00 4,00 3,00 M 2013 M13 FBM 11/11/2013 99
KAPL6880 KAPM1013 BR070888 203 5 M2013M13 89 35,00 193,28 2,00 3,00 2,00 3,00 M 2013 M13 FBM 11/11/2013 75
KAPL6881 QUIL7308 BM070916 203 4 M2013M13 89 37,00 185,97 3,00 4,00 3,00 3,00 M 2013 M13 FBM 11/11/2013 72
KAPL6882 AAAP1653 B4967 203 3 F2013M14 65 34,00 210,90 4,00 5,00 5,00 3,00 F 2013 M14 FBM 11/11/2013 38
KAPL6883 KAPM1905 B5081 203 3 F2013M14 65 33,00 205,76 2,00 2,00 2,00 2,00 F 2013 M14 FBM 11/11/2013 38
KAPL6884 KAP3325 B2226 203 4 M2013M15 71 35,00 181,90 3,00 2,00 2,00 3,00 M 2013 M15 FBM 11/11/2013 51
KAPL6885 KAP3325 B5765 203 3 M2013M15 71 37,00 198,38 4,00 5,00 5,00 3,00 M 2013 M15 FBM 11/11/2013 37
KAPL6886 AAAP1653 B4255 203 3 M2013M15 71 35,00 212,93 4,00 3,00 4,00 3,00 M 2013 M15 FBM 11/11/2013 40
KAPL6887 AAAP1653 B5641 201 3 M2013M15 71 34,00 204,30 3,00 3,00 2,00 3,00 M 2013 M15 FBM 13/11/2013 37
KAPL6888 AAAP1653 B5588 201 3 M2013M15 71 37,00 202,07 2,00 3,00 2,00 3,00 M 2013 M15 FBM 13/11/2013 38
KAPL6889 KAPM1098 KT060301 201 5 F2013M12 104 36,00 264,81 5,00 5,00 5,00 2,00 F 2013 M12 FBM 13/11/2013 94
KAPL6890 AAAP1653 KT070102 201 5 F2013M12 104 32,00 202,30 2,00 3,00 3,00 2,00 F 2013 M12 FBM 13/11/2013 76
KAPL6891 AZAN5 4161 201 7 F2013M12 104 34,00 184,45 2,00 3,00 2,00 2,00 F 2013 M12 FBM 13/11/2013 146
KAPL6892 THA2538 BR070810 201 5 F2013M12 104 34,00 196,99 0,00 0,00 0,00 0,00 F 2013 M12 FBM 13/11/2013 75
KAPL6893 KAPM0859 BR070925 201 5 M2013M13 89 36,00 213,61 5,00 5,00 5,00 3,00 M 2013 M13 FBM 13/11/2013 75
KAPL6894 REMC2697 BM070420 201 5 M2013M13 89 38,00 292,93 5,00 5,00 5,00 3,00 M 2013 M13 FBM 13/11/2013 75
KAPL6895 LBMNC8288 BM050442 201 5 M2013M13 89 34,00 235,64 4,00 5,00 5,00 3,00 M 2013 M13 FBM 13/11/2013 98
KAPL6896 REM5531 BM070234 201 5 M2013M13 89 38,00 222,93 3,00 3,00 3,00 3,00 M 2013 M13 FBM 13/11/2013 76
KAPL6897 RDM3659 BM040423 199 5 M2013M13 89 36,00 234,39 4,00 4,00 4,00 3,00 M 2013 M13 FBM 15/11/2013 110
KAPL6898 KAPM654 BM070358 199 5 M2013M13 89 34,00 191,24 3,00 3,00 3,00 2,00 M 2013 M13 FBM 15/11/2013 75
KAPL6899 CSCN9022 BR050424 194 5 F2013M12 104 34,00 105,44 1,00 1,00 1,00 1,00 F 2013 M12 FBM 20/11/2013 100
KAPL6900 AAAP1653 BM070107 194 5 F2013M12 104 36,00 205,95 3,00 4,00 4,00 2,00 F 2013 M12 FBM 20/11/2013 83
KAPL6901 CSCN9126 BR070947 194 5 F2013M12 104 34,00 184,46 1,00 2,00 2,00 2,00 F 2013 M12 FBM 20/11/2013 75
KAPL6902 AAAP1653 GO050330 194 5 F2013M12 104 38,00 71,56 1,00 1,00 1,00 1,00 F 2013 M12 FBM 20/11/2013 100
KAPL6903 BONS130 GO050312 194 5 F2013M12 104 35,00 222,27 4,00 4,00 4,00 3,00 F 2013 M12 FBM 20/11/2013 100
KAPL6905 BONS130 BM070464 194 5 F2013M12 104 36,00 196,21 3,00 3,00 3,00 2,00 F 2013 M12 FBM 20/11/2013 75
KAPL6906 AZAN5 BM040355 194 5 F2013M12 104 35,00 214,69 5,00 5,00 5,00 3,00 F 2013 M12 FBM 20/11/2013 110
KAPL6907 QUIL7308 BM060288 194 5 F2013M12 104 34,00 199,62 3,00 3,00 2,00 2,00 F 2013 M12 FBM 20/11/2013 95
KAPL6908 AAAP1653 293 194 7 F2013M12 104 37,00 90,04 1,00 1,00 1,00 2,00 F 2013 M12 FBM 20/11/2013 162
KAPL6909 REMC2697 2341 194 7 F2013M12 104 35,00 195,21 2,00 2,00 1,00 2,00 F 2013 M12 FBM 20/11/2013 184
KAPL6910 AAAP1653 281 194 6 F2013M12 104 35,00 142,16 1,00 2,00 2,00 2,00 F 2013 M12 FBM 20/11/2013 136
KAPL6911 THA2538 BM040362 194 5 M2013M13 89 37,00 225,35 3,00 4,00 4,00 3,00 M 2013 M13 FBM 20/11/2013 110
KAPL6912 REM4751 3982 194 7 M2013M13 89 33,00 209,44 4,00 3,00 4,00 2,00 M 2013 M13 FBM 20/11/2013 146
KAPL6913 AZAN5 142 194 6 M2013M13 89 37,00 249,16 5,00 4,00 5,00 3,00 M 2013 M13 FBM 20/11/2013 137
KAPL6914 QUIL7308 FU050012 194 5 M2013M13 89 38,00 214,44 3,00 4,00 4,00 3,00 M 2013 M13 FBM 20/11/2013 107
KAPL6916 AZAN5 BM070345 194 5 M2013M13 89 38,00 209,03 3,00 4,00 3,00 3,00 M 2013 M13 FBM 20/11/2013 75
KAPL6917 CSCN9126 BR060235 194 5 M2013M13 89 38,00 197,12 3,00 2,00 3,00 3,00 M 2013 M13 FBM 20/11/2013 89
KAPL6918 REM5531 BM040537 194 5 M2013M13 89 35,00 253,66 5,00 4,00 4,00 3,00 M 2013 M13 FBM 20/11/2013 109
KAPL6919 LBMNC8288 BM060555 194 5 M2013M13 89 34,00 264,57 5,00 4,00 3,00 3,00 M 2013 M13 FBM 20/11/2013 87
KAPL6920 CSCN9022 3913 194 7 M2013M13 89 37,00 245,92 4,00 3,00 4,00 3,00 M 2013 M13 FBM 20/11/2013 160
KAPL6921 KAP3603 B3363 194 4 M2013M15 71 30,00 230,26 3,00 3,00 3,00 3,00 M 2013 M15 FBM 20/11/2013 49
KAPL6922 FVT6662 B4614 193 3 M2013M15 71 30,00 206,27 4,00 3,00 4,00 3,00 M 2013 M15 FBM 21/11/2013 40
KAPL6923 KAPM1649 B4556 193 3 M2013M15 71 30,00 180,16 1,00 2,00 2,00 2,00 M 2013 M15 FBM 21/11/2013 40
KAPL6924 KAP3325 B4712 193 3 M2013M15 71 30,00 213,89 4,00 3,00 3,00 2,00 M 2013 M15 FBM 21/11/2013 40
KAPL6925 AAAP1653 B5131 193 3 M2013M15 71 33,00 162,48 2,00 2,00 2,00 2,00 M 2013 M15 FBM 21/11/2013 39
KAPL6926 KAPM1649 B4487 193 3 M2013M15 71 28,00 191,21 3,00 2,00 2,00 2,00 M 2013 M15 FBM 21/11/2013 40
KAPL6927 KAPM1649 B4304 193 3 M2013M15 71 30,00 191,04 2,00 2,00 1,00 3,00 M 2013 M15 FBM 21/11/2013 40
KAPL6928 KAP3325 B5013 193 3 M2013M15 71 33,00 222,33 2,00 3,00 3,00 2,00 M 2013 M15 FBM 21/11/2013 39
KAPL6929 KAPM1013 B5753 193 3 F2013M14 65 28,00 181,42 1,00 2,00 2,00 2,00 F 2013 M14 FBM 21/11/2013 37
KAPL6930 KAPM1649 B5075 193 3 F2013M14 65 30,00 189,95 2,00 3,00 2,00 2,00 F 2013 M14 FBM 21/11/2013 39
KAPL6932 KAPM1649 B5005 193 3 F2013M14 65 33,00 222,33 2,00 3,00 3,00 2,00 F 2013 M14 FBM 21/11/2013 39
KAPL6933 KAPM1649 B4581 193 3 F2013M14 65 30,00 198,65 2,00 3,00 3,00 2,00 F 2013 M14 FBM 21/11/2013 40
KAPL6934 KAP3386 B5745 193 3 F2013M14 65 37,00 91,40 1,00 1,00 1,00 1,00 F 2013 M14 FBM 21/11/2013 37
KAPL6935 KAPM1649 B4526 193 3 F2013M14 65 30,00 234,56 4,00 5,00 5,00 2,00 F 2013 M14 FBM 21/11/2013 40
KAPL6936 KAPM1552 B4307 193 3 F2013M14 65 33,00 198,39 3,00 3,00 3,00 2,00 F 2013 M14 FBM 21/11/2013 40
KAPL6937 KAP2839 3962 192 7 F2013M16 86 35,00 96,25 1,00 1,00 1,00 2,00 F 2013 M16 FBM 22/11/2013 147
KAPL6938 THA2538 GO050176 192 5 F2013M16 86 35,00 250,47 5,00 4,00 3,00 2,00 F 2013 M16 FBM 22/11/2013 100
KAPL6939 CSCN9126 BM070167 192 5 F2013M16 86 30,00 186,41 3,00 4,00 3,00 3,00 F 2013 M16 FBM 22/11/2013 82
